1,client_id,client_label
379,377,"[5, 8, 15, 6, 7, 9, 8, 3, 7, 8]"
380,378,"[5, 8, 7, 7, 8, 5, 7, 5, 5, 5]"
381,379,"[5, 8, 3, 2, 2, 2, 8, 6, 3, 6]"
382,380,"[2, 4, 3, 5, 5, 1, 6, 2, 3, 5]"
383,381,"[2, 6, 1, 7, 2, 1, 2, 0, 3, 1]"
384,382,"[1, 3, 2, 3, 2, 2, 3, 1, 2, 2]"
385,383,"[4, 13, 4, 8, 9, 10, 5, 10, 4, 6]"
386,384,"[4, 8, 2, 4, 5, 4, 5, 3, 3, 2]"
387,385,"[4, 4, 3, 0, 2, 2, 7, 2, 4, 3]"
388,386,"[5, 11, 3, 8, 3, 4, 6, 5, 6, 11]"
389,387,"[5, 10, 7, 5, 3, 7, 6, 5, 3, 5]"
390,388,"[3, 3, 1, 3, 4, 3, 4, 2, 5, 6]"
391,389,"[7, 10, 5, 6, 9, 7, 7, 2, 3, 2]"
392,390,"[3, 10, 3, 5, 5, 7, 6, 6, 7, 9]"
393,391,"[11, 9, 7, 4, 8, 9, 11, 5, 3, 11]"
394,392,"[7, 13, 11, 7, 8, 6, 6, 5, 4, 8]"
395,393,"[3, 2, 0, 4, 5, 3, 3, 6, 8, 4]"
396,394,"[9, 13, 9, 3, 4, 6, 5, 6, 3, 11]"
397,395,"[6, 7, 5, 5, 8, 4, 6, 5, 11, 7]"
398,396,"[7, 11, 5, 12, 6, 5, 3, 7, 3, 1]"
399,397,"[3, 10, 6, 4, 5, 4, 2, 7, 4, 5]"
400,398,"[9, 7, 2, 6, 1, 4, 6, 6, 2, 6]"
401,399,"[1, 4, 4, 4, 3, 1, 2, 4, 2, 4]"
402,400,"[6, 9, 10, 7, 4, 7, 4, 7, 9, 3]"
403,401,"[4, 2, 3, 1, 6, 9, 3, 6, 0, 3]"
404,402,"[3, 0, 3, 6, 5, 6, 3, 5, 5, 0]"
405,403,"[7, 6, 6, 8, 5, 2, 7, 7, 8, 6]"
406,404,"[1, 2, 2, 1, 3, 5, 1, 1, 4, 4]"
407,405,"[6, 14, 8, 8, 8, 8, 6, 5, 5, 1]"
408,406,"[2, 8, 9, 6, 5, 10, 10, 10, 7, 8]"
409,407,"[4, 7, 2, 3, 5, 3, 4, 4, 4, 2]"
410,408,"[5, 9, 6, 5, 4, 7, 4, 13, 7, 7]"
411,409,"[11, 11, 3, 6, 2, 6, 9, 8, 6, 10]"
412,410,"[7, 6, 6, 6, 2, 2, 4, 7, 5, 5]"
413,411,"[5, 6, 3, 4, 5, 5, 2, 9, 3, 2]"
414,412,"[11, 6, 6, 7, 6, 14, 3, 4, 8, 5]"
415,413,"[5, 5, 6, 7, 8, 5, 7, 11, 4, 6]"
416,414,"[4, 9, 7, 4, 3, 6, 4, 0, 4, 3]"
417,415,"[10, 11, 4, 8, 13, 6, 3, 8, 4, 6]"
418,416,"[9, 8, 6, 6, 5, 6, 3, 5, 6, 7]"
419,417,"[2, 1, 3, 1, 6, 5, 6, 6, 1, 1]"
420,418,"[6, 4, 8, 8, 6, 3, 4, 4, 10, 7]"
421,419,"[5, 7, 1, 5, 6, 5, 2, 5, 3, 0]"
422,420,"[5, 2, 4, 3, 7, 1, 4, 4, 5, 3]"
423,421,"[2, 5, 1, 2, 3, 3, 0, 3, 2, 3]"
424,422,"[4, 3, 2, 3, 5, 5, 9, 4, 4, 5]"
425,423,"[3, 8, 5, 5, 3, 5, 2, 5, 6, 4]"
426,424,"[2, 2, 3, 6, 1, 6, 3, 1, 1, 4]"
427,425,"[4, 3, 4, 5, 3, 3, 7, 5, 3, 8]"
428,426,"[0, 6, 3, 2, 4, 2, 1, 4, 4, 3]"
429,427,"[1, 4, 8, 9, 4, 3, 9, 6, 5, 5]"
430,428,"[8, 4, 5, 2, 7, 5, 3, 5, 5, 7]"
431,429,"[3, 10, 12, 10, 6, 9, 3, 8, 6, 5]"
432,430,"[5, 10, 11, 10, 7, 4, 10, 9, 3, 3]"
433,431,"[7, 12, 11, 5, 7, 2, 6, 7, 5, 7]"
434,432,"[2, 1, 3, 3, 1, 4, 3, 6, 0, 3]"
435,433,"[4, 0, 1, 1, 0, 5, 1, 3, 3, 4]"
436,434,"[9, 3, 6, 9, 6, 5, 9, 10, 5, 6]"
437,435,"[4, 3, 6, 9, 4, 4, 6, 3, 5, 9]"
438,436,"[4, 2, 1, 2, 2, 1, 2, 4, 3, 4]"
439,437,"[7, 5, 11, 7, 8, 10, 10, 6, 5, 12]"
440,438,"[6, 5, 4, 5, 2, 6, 4, 7, 5, 3]"
441,439,"[1, 0, 4, 3, 4, 5, 2, 2, 4, 2]"
442,440,"[7, 4, 3, 1, 2, 5, 0, 4, 1, 2]"
443,441,"[7, 6, 5, 6, 10, 11, 7, 9, 4, 10]"
444,442,"[3, 5, 4, 3, 5, 6, 7, 5, 6, 15]"
445,443,"[7, 9, 11, 12, 8, 6, 8, 10, 6, 8]"
446,444,"[4, 3, 5, 3, 4, 3, 1, 6, 0, 2]"
447,445,"[9, 10, 12, 9, 5, 4, 8, 5, 10, 4]"
448,446,"[3, 4, 5, 2, 2, 2, 4, 2, 4, 1]"
449,447,"[8, 7, 5, 9, 9, 7, 7, 4, 4, 5]"
450,448,"[6, 4, 8, 10, 3, 5, 5, 6, 6, 6]"
451,449,"[7, 7, 9, 7, 7, 4, 6, 5, 7, 2]"
452,450,"[3, 1, 7, 4, 2, 4, 5, 7, 4, 3]"
453,451,"[5, 8, 7, 5, 4, 3, 4, 3, 4, 5]"
454,452,"[2, 6, 11, 9, 8, 4, 9, 13, 6, 6]"
455,453,"[6, 8, 6, 0, 1, 3, 4, 4, 3, 6]"
456,454,"[11, 8, 8, 7, 4, 3, 3, 8, 6, 9]"
457,455,"[2, 6, 8, 7, 6, 6, 8, 4, 5, 2]"
458,456,"[6, 3, 3, 2, 5, 5, 2, 1, 2, 2]"
459,457,"[5, 6, 7, 7, 7, 8, 13, 8, 9, 6]"
460,458,"[3, 4, 5, 6, 1, 4, 3, 7, 5, 0]"
461,459,"[6, 14, 5, 11, 10, 4, 6, 7, 7, 13]"
462,460,"[9, 10, 8, 10, 4, 6, 7, 6, 6, 10]"
463,461,"[7, 10, 6, 11, 6, 9, 6, 6, 4, 10]"
464,462,"[7, 7, 2, 5, 4, 6, 5, 6, 2, 1]"
465,463,"[5, 4, 11, 3, 5, 8, 7, 9, 5, 5]"
466,464,"[4, 6, 6, 6, 4, 6, 8, 2, 7, 3]"
467,465,"[0, 6, 4, 7, 2, 8, 2, 3, 3, 3]"
468,466,"[7, 8, 8, 3, 11, 5, 5, 6, 7, 8]"
469,467,"[7, 4, 6, 3, 5, 4, 9, 6, 11, 4]"
470,468,"[8, 12, 8, 9, 4, 8, 11, 8, 9, 4]"
471,469,"[2, 2, 4, 0, 5, 5, 6, 6, 5, 3]"
472,470,"[1, 6, 1, 0, 1, 3, 1, 2, 3, 4]"
473,471,"[6, 10, 2, 9, 3, 8, 5, 8, 9, 3]"
474,472,"[1, 5, 4, 2, 4, 3, 2, 6, 5, 4]"
475,473,"[1, 3, 4, 4, 3, 5, 3, 5, 8, 4]"
476,474,"[11, 7, 12, 6, 5, 8, 6, 10, 10, 5]"
477,475,"[8, 7, 9, 5, 9, 4, 5, 13, 4, 8]"
478,476,"[10, 11, 7, 11, 6, 4, 9, 7, 9, 5]"
479,477,"[6, 3, 7, 4, 2, 4, 4, 5, 3, 3]"
480,478,"[1, 7, 3, 4, 3, 3, 3, 4, 4, 3]"
481,479,"[2, 10, 4, 7, 4, 10, 5, 9, 7, 9]"
482,480,"[4, 5, 7, 10, 5, 2, 5, 7, 5, 10]"
483,481,"[5, 11, 7, 3, 9, 6, 8, 10, 8, 9]"
484,482,"[4, 5, 5, 9, 3, 3, 8, 6, 5, 4]"
485,483,"[9, 8, 7, 9, 10, 9, 3, 12, 7, 7]"
486,484,"[1, 5, 2, 10, 6, 2, 6, 6, 2, 3]"
487,485,"[1, 4, 6, 7, 3, 4, 5, 2, 11, 7]"
488,486,"[4, 7, 6, 6, 4, 3, 8, 8, 7, 4]"
489,487,"[6, 10, 7, 4, 13, 6, 11, 7, 9, 3]"
490,488,"[5, 11, 9, 7, 6, 8, 10, 6, 11, 7]"
491,489,"[4, 2, 3, 5, 3, 3, 4, 3, 5, 2]"
492,490,"[4, 4, 4, 3, 6, 3, 4, 10, 8, 4]"
493,491,"[7, 9, 8, 7, 11, 7, 8, 4, 8, 5]"
494,492,"[7, 10, 8, 7, 5, 10, 5, 10, 8, 9]"
495,493,"[6, 9, 6, 10, 3, 10, 6, 6, 9, 7]"
496,494,"[8, 8, 11, 7, 9, 6, 3, 5, 7, 5]"
497,495,"[4, 6, 7, 6, 10, 5, 3, 5, 5, 4]"
498,496,"[9, 7, 5, 8, 6, 3, 6, 5, 3, 5]"
499,497,"[8, 5, 8, 5, 9, 1, 7, 1, 8, 4]"
500,498,"[6, 12, 7, 7, 9, 10, 6, 8, 6, 9]"
501,499,"[7, 5, 11, 6, 6, 5, 7, 9, 10, 7]"
502,500,"[5, 4, 3, 12, 3, 4, 6, 3, 9, 6]"
503,501,"[3, 8, 6, 8, 8, 3, 5, 9, 6, 5]"
504,502,"[6, 3, 6, 10, 9, 4, 4, 7, 6, 6]"
505,503,"[5, 5, 7, 3, 10, 6, 4, 12, 4, 4]"
506,504,"[6, 2, 7, 12, 7, 4, 4, 10, 11, 12]"
507,505,"[4, 3, 8, 7, 6, 2, 3, 6, 5, 5]"
508,506,"[3, 9, 9, 13, 7, 6, 12, 6, 8, 8]"
509,507,"[2, 3, 2, 2, 4, 2, 4, 3, 3, 6]"
510,508,"[5, 6, 3, 9, 6, 3, 5, 3, 5, 4]"
511,509,"[4, 8, 5, 10, 3, 4, 8, 11, 3, 7]"
512,510,"[1, 4, 4, 1, 4, 6, 3, 0, 2, 2]"
513,511,"[6, 5, 4, 1, 7, 5, 7, 6, 0, 5]"
514,512,"[8, 12, 6, 6, 11, 7, 14, 7, 10, 8]"
515,513,"[2, 2, 5, 5, 1, 1, 4, 4, 3, 5]"
516,514,"[4, 2, 5, 9, 8, 9, 2, 3, 4, 6]"
517,515,"[6, 3, 3, 1, 2, 1, 5, 3, 3, 3]"
518,516,"[3, 11, 9, 4, 4, 8, 11, 11, 3, 8]"
519,517,"[2, 7, 10, 8, 5, 5, 10, 6, 7, 11]"
520,518,"[1, 8, 4, 8, 2, 3, 5, 7, 6, 9]"
521,519,"[3, 9, 5, 6, 3, 4, 5, 5, 4, 7]"
522,520,"[10, 9, 5, 7, 6, 11, 12, 7, 7, 7]"
523,521,"[0, 1, 1, 7, 2, 7, 6, 2, 6, 4]"
524,522,"[2, 5, 3, 2, 0, 4, 3, 2, 3, 5]"
525,523,"[4, 6, 3, 12, 3, 4, 9, 11, 9, 7]"
526,524,"[1, 11, 3, 4, 5, 5, 5, 6, 10, 2]"
527,525,"[7, 8, 5, 7, 6, 7, 7, 1, 6, 6]"
528,526,"[8, 3, 5, 3, 9, 9, 4, 4, 6, 7]"
529,527,"[2, 6, 4, 3, 4, 4, 1, 2, 4, 3]"
530,528,"[1, 5, 9, 6, 8, 8, 5, 6, 0, 6]"
531,529,"[7, 9, 7, 9, 13, 2, 6, 11, 12, 11]"
532,530,"[6, 9, 10, 8, 10, 4, 5, 4, 8, 17]"
533,531,"[5, 8, 4, 1, 3, 3, 1, 2, 2, 0]"
534,532,"[2, 3, 2, 2, 1, 4, 4, 1, 2, 6]"
535,533,"[2, 6, 6, 9, 8, 10, 6, 8, 9, 7]"
536,534,"[6, 10, 10, 10, 6, 7, 3, 9, 10, 8]"
537,535,"[8, 7, 9, 9, 7, 7, 6, 5, 6, 7]"
538,536,"[8, 4, 8, 10, 14, 4, 5, 8, 13, 8]"
539,537,"[4, 8, 1, 5, 2, 3, 0, 2, 5, 3]"
540,538,"[6, 11, 7, 8, 5, 6, 8, 9, 5, 6]"
541,539,"[8, 12, 6, 8, 7, 10, 4, 5, 6, 15]"
542,540,"[6, 7, 5, 5, 8, 7, 4, 9, 11, 10]"
543,541,"[2, 9, 7, 4, 5, 1, 3, 9, 5, 5]"
544,542,"[6, 2, 2, 4, 7, 1, 2, 3, 2, 7]"
545,543,"[2, 6, 7, 3, 2, 1, 4, 8, 3, 4]"
546,544,"[5, 4, 3, 2, 3, 2, 0, 5, 0, 0]"
547,545,"[5, 2, 6, 3, 6, 2, 6, 4, 3, 6]"
548,546,"[7, 9, 10, 4, 7, 7, 12, 7, 14, 6]"
549,547,"[8, 6, 3, 3, 5, 4, 3, 5, 6, 7]"
550,548,"[6, 4, 5, 7, 4, 4, 8, 5, 7, 7]"
551,549,"[8, 8, 9, 6, 6, 7, 6, 11, 13, 13]"
552,550,"[3, 11, 11, 4, 0, 4, 8, 3, 6, 5]"
553,551,"[4, 4, 5, 9, 7, 4, 3, 3, 2, 3]"
554,552,"[3, 3, 4, 3, 4, 1, 2, 2, 7, 6]"
555,553,"[4, 2, 6, 5, 11, 0, 0, 6, 6, 3]"
556,554,"[4, 7, 6, 7, 7, 7, 7, 2, 8, 5]"
557,555,"[2, 3, 0, 2, 3, 3, 3, 2, 4, 4]"
558,556,"[3, 3, 5, 5, 4, 5, 6, 8, 3, 4]"
559,557,"[6, 8, 6, 5, 4, 9, 10, 12, 9, 13]"
560,558,"[3, 5, 6, 4, 5, 4, 6, 7, 5, 8]"
561,559,"[7, 10, 5, 5, 3, 4, 10, 5, 5, 6]"
562,560,"[3, 6, 4, 6, 4, 2, 1, 4, 7, 2]"
563,561,"[3, 0, 3, 1, 4, 2, 3, 6, 3, 1]"
564,562,"[6, 4, 6, 9, 8, 7, 3, 6, 6, 5]"
565,563,"[2, 5, 1, 1, 2, 6, 2, 1, 3, 2]"
566,564,"[8, 11, 6, 15, 7, 6, 11, 6, 6, 6]"
567,565,"[8, 7, 7, 7, 6, 6, 8, 7, 5, 5]"
568,566,"[5, 6, 4, 3, 3, 5, 4, 6, 2, 3]"
569,567,"[3, 3, 0, 3, 3, 3, 3, 3, 3, 6]"
570,568,"[7, 7, 5, 2, 8, 6, 3, 1, 3, 4]"
571,569,"[5, 5, 2, 9, 5, 10, 6, 4, 4, 6]"
572,570,"[6, 5, 7, 5, 4, 12, 8, 11, 7, 10]"
573,571,"[3, 3, 3, 11, 6, 4, 9, 5, 6, 4]"
574,572,"[9, 8, 7, 8, 10, 5, 10, 7, 2, 5]"
575,573,"[7, 8, 4, 7, 3, 7, 6, 5, 7, 5]"
576,574,"[2, 5, 6, 4, 5, 3, 6, 6, 5, 3]"
577,575,"[8, 6, 2, 1, 4, 5, 10, 7, 9, 4]"
578,576,"[7, 5, 6, 10, 7, 5, 11, 11, 6, 4]"
579,577,"[8, 10, 6, 1, 8, 8, 8, 12, 5, 11]"
580,578,"[1, 1, 1, 3, 4, 2, 5, 8, 2, 1]"
581,579,"[2, 0, 4, 0, 4, 3, 4, 1, 7, 3]"
582,580,"[1, 0, 2, 0, 4, 4, 3, 3, 3, 4]"
583,581,"[0, 3, 2, 5, 5, 1, 8, 3, 2, 6]"
584,582,"[4, 1, 2, 5, 3, 2, 2, 2, 2, 7]"
585,583,"[7, 5, 9, 9, 8, 11, 8, 4, 11, 10]"
586,584,"[4, 7, 5, 1, 4, 7, 4, 7, 3, 3]"
587,585,"[5, 4, 1, 3, 3, 5, 3, 6, 3, 3]"
588,586,"[9, 4, 8, 13, 11, 6, 15, 10, 5, 7]"
589,587,"[7, 7, 4, 8, 11, 8, 4, 4, 5, 6]"
590,588,"[11, 7, 9, 7, 14, 6, 3, 7, 17, 3]"
591,589,"[7, 0, 3, 9, 4, 6, 5, 7, 3, 5]"
592,590,"[11, 6, 8, 10, 10, 10, 5, 7, 6, 7]"
593,591,"[2, 0, 4, 7, 4, 5, 3, 3, 5, 1]"
594,592,"[4, 13, 9, 1, 9, 3, 6, 6, 5, 6]"
595,593,"[3, 2, 3, 6, 3, 0, 3, 2, 5, 4]"
596,594,"[6, 4, 2, 6, 7, 4, 5, 5, 9, 8]"
597,595,"[10, 7, 7, 13, 3, 3, 4, 7, 8, 8]"
598,596,"[8, 3, 3, 3, 2, 2, 3, 7, 6, 2]"
599,597,"[9, 13, 7, 10, 11, 5, 7, 1, 7, 11]"
600,598,"[6, 6, 10, 7, 7, 6, 3, 7, 8, 5]"
601,599,"[4, 1, 5, 1, 3, 1, 1, 5, 3, 1]"
602,600,"[8, 13, 9, 5, 13, 4, 7, 8, 5, 10]"
603,601,"[4, 14, 6, 4, 8, 8, 10, 7, 4, 9]"
604,602,"[11, 12, 12, 5, 6, 2, 9, 6, 13, 6]"
605,603,"[3, 4, 3, 2, 5, 4, 4, 6, 5, 5]"
606,604,"[5, 8, 4, 7, 11, 6, 5, 3, 7, 5]"
607,605,"[3, 5, 6, 2, 2, 3, 4, 2, 2, 5]"
608,606,"[2, 8, 6, 9, 2, 7, 5, 3, 2, 4]"
609,607,"[6, 7, 7, 4, 6, 2, 2, 5, 5, 6]"
610,608,"[7, 8, 8, 9, 4, 6, 8, 13, 5, 3]"
611,609,"[4, 8, 10, 6, 3, 2, 5, 4, 7, 2]"
612,610,"[10, 7, 9, 10, 9, 7, 8, 9, 8, 6]"
613,611,"[10, 11, 10, 4, 11, 8, 4, 6, 6, 11]"
614,612,"[1, 3, 6, 6, 7, 1, 3, 6, 5, 5]"
615,613,"[7, 14, 7, 7, 12, 6, 10, 7, 8, 16]"
616,614,"[7, 11, 9, 9, 9, 7, 12, 10, 8, 8]"
617,615,"[8, 8, 8, 8, 8, 12, 3, 12, 11, 6]"
618,616,"[9, 6, 4, 10, 7, 6, 4, 10, 12, 9]"
619,617,"[9, 11, 4, 4, 10, 6, 7, 11, 7, 11]"
620,618,"[4, 10, 4, 10, 7, 11, 9, 8, 7, 2]"
621,619,"[6, 9, 3, 7, 6, 3, 4, 3, 7, 6]"
622,620,"[11, 9, 11, 13, 13, 7, 5, 6, 10, 6]"
623,621,"[3, 8, 2, 2, 2, 1, 6, 1, 5, 2]"
624,622,"[4, 6, 4, 1, 6, 2, 0, 3, 3, 3]"
625,623,"[6, 1, 8, 7, 5, 7, 9, 4, 3, 4]"
626,624,"[11, 8, 15, 7, 8, 5, 7, 8, 10, 8]"
627,625,"[9, 7, 7, 9, 7, 12, 4, 15, 10, 9]"
628,626,"[3, 6, 4, 9, 8, 9, 7, 3, 9, 5]"
629,627,"[2, 4, 1, 3, 2, 1, 3, 1, 7, 5]"
630,628,"[4, 7, 4, 4, 6, 5, 9, 7, 5, 5]"
631,629,"[6, 10, 1, 3, 14, 8, 5, 6, 10, 13]"
632,630,"[1, 4, 3, 1, 4, 2, 3, 5, 2, 2]"
633,631,"[7, 2, 3, 5, 3, 6, 4, 3, 8, 8]"
634,632,"[3, 9, 14, 4, 6, 6, 7, 7, 9, 7]"
635,633,"[11, 8, 5, 10, 1, 3, 8, 6, 4, 4]"
636,634,"[6, 4, 6, 6, 8, 5, 13, 14, 5, 2]"
637,635,"[15, 10, 7, 4, 11, 9, 8, 6, 14, 9]"
638,636,"[1, 10, 7, 9, 11, 7, 5, 10, 6, 5]"
639,637,"[2, 4, 2, 3, 2, 5, 2, 4, 3, 2]"
640,638,"[3, 3, 2, 4, 3, 2, 5, 2, 4, 3]"
641,639,"[3, 5, 3, 2, 5, 2, 5, 6, 5, 2]"
642,640,"[3, 5, 3, 4, 2, 3, 4, 1, 7, 2]"
643,641,"[8, 2, 3, 5, 7, 6, 4, 10, 5, 5]"
644,642,"[14, 9, 8, 11, 7, 9, 6, 6, 6, 10]"
645,643,"[5, 4, 1, 5, 3, 7, 4, 2, 1, 2]"
646,644,"[5, 6, 4, 3, 2, 1, 2, 4, 2, 2]"
647,645,"[8, 3, 1, 7, 4, 4, 6, 3, 5, 5]"
648,646,"[8, 13, 7, 3, 6, 10, 8, 9, 5, 9]"
649,647,"[0, 4, 6, 5, 0, 4, 4, 5, 4, 3]"
650,648,"[7, 6, 10, 7, 8, 8, 10, 8, 14, 9]"
651,649,"[8, 7, 6, 4, 5, 3, 6, 7, 1, 8]"
652,650,"[2, 7, 4, 3, 3, 3, 2, 1, 4, 1]"
653,651,"[3, 6, 6, 8, 8, 4, 7, 15, 9, 6]"
654,652,"[5, 13, 9, 4, 10, 6, 7, 12, 5, 7]"
655,653,"[9, 4, 4, 3, 9, 6, 6, 4, 12, 4]"
656,654,"[5, 7, 2, 0, 6, 2, 2, 5, 5, 5]"
657,655,"[7, 4, 3, 0, 5, 6, 2, 3, 2, 6]"
658,656,"[9, 2, 2, 2, 4, 2, 9, 6, 7, 3]"
659,657,"[10, 12, 6, 10, 9, 6, 12, 12, 9, 14]"
660,658,"[2, 2, 3, 2, 5, 2, 3, 1, 2, 3]"
661,659,"[9, 6, 11, 13, 7, 5, 5, 16, 9, 7]"
662,660,"[8, 12, 7, 9, 10, 7, 6, 7, 5, 9]"
663,661,"[6, 12, 4, 10, 8, 8, 4, 14, 2, 9]"
664,662,"[4, 7, 8, 5, 5, 4, 5, 5, 4, 9]"
665,663,"[2, 2, 6, 2, 3, 0, 8, 4, 3, 1]"
666,664,"[9, 5, 6, 12, 1, 3, 5, 3, 5, 10]"
667,665,"[11, 6, 7, 7, 8, 7, 9, 8, 13, 8]"
668,666,"[9, 15, 7, 6, 6, 16, 8, 11, 8, 6]"
669,667,"[7, 12, 7, 3, 1, 10, 6, 6, 8, 6]"
670,668,"[5, 9, 8, 11, 12, 5, 8, 13, 6, 9]"
671,669,"[8, 7, 8, 7, 9, 13, 11, 14, 10, 8]"
672,670,"[11, 12, 5, 9, 12, 8, 9, 4, 5, 8]"
673,671,"[8, 7, 4, 5, 5, 8, 7, 6, 6, 1]"
674,672,"[7, 5, 3, 3, 3, 5, 5, 5, 3, 5]"
675,673,"[4, 15, 8, 7, 5, 4, 9, 3, 9, 4]"
676,674,"[1, 6, 8, 1, 6, 2, 5, 5, 2, 4]"
677,675,"[7, 8, 12, 6, 5, 7, 6, 8, 7, 8]"
678,676,"[12, 13, 7, 5, 12, 12, 8, 10, 10, 10]"
679,677,"[5, 5, 3, 4, 1, 2, 2, 1, 3, 3]"
680,678,"[11, 7, 10, 8, 4, 7, 7, 7, 13, 7]"
681,679,"[7, 9, 6, 6, 9, 6, 9, 5, 4, 5]"
682,680,"[10, 9, 11, 11, 4, 9, 10, 8, 9, 8]"
683,681,"[2, 4, 2, 3, 5, 2, 6, 2, 6, 3]"
684,682,"[2, 1, 5, 2, 3, 4, 3, 7, 4, 5]"
685,683,"[6, 7, 12, 9, 11, 7, 11, 6, 9, 12]"
686,684,"[7, 4, 4, 3, 6, 7, 3, 2, 3, 6]"
687,685,"[4, 8, 3, 4, 6, 2, 7, 10, 6, 7]"
688,686,"[3, 3, 7, 5, 3, 4, 5, 3, 3, 6]"
689,687,"[12, 9, 11, 11, 7, 12, 6, 6, 13, 9]"
690,688,"[6, 12, 10, 4, 3, 5, 9, 10, 12, 10]"
691,689,"[5, 1, 2, 3, 6, 4, 7, 4, 3, 3]"
692,690,"[3, 4, 1, 4, 1, 4, 4, 2, 0, 3]"
693,691,"[5, 1, 3, 5, 5, 7, 5, 5, 11, 4]"
694,692,"[4, 4, 7, 2, 4, 4, 4, 2, 3, 4]"
695,693,"[5, 5, 6, 5, 6, 2, 8, 3, 1, 3]"
696,694,"[8, 14, 12, 8, 11, 12, 11, 13, 10, 8]"
697,695,"[2, 2, 4, 4, 3, 4, 1, 8, 7, 4]"
698,696,"[6, 14, 8, 6, 8, 7, 9, 13, 6, 7]"
699,697,"[16, 8, 11, 9, 5, 8, 7, 15, 9, 8]"
700,698,"[7, 9, 8, 9, 8, 6, 11, 2, 6, 7]"
701,699,"[11, 2, 16, 6, 10, 8, 7, 11, 8, 12]"
